일자,시간,시가,고가,저가,종가,5,20,60,120,BB_상한선,BB_중심선,BB_하한선,거래량,OBV+Slow%K,OBV+Slow%D,RSI,Signal,RSI+MACD,Signal
2018-06-26,15:00,"2,352.27","2,357.71","2,352.19","2,357.44","2,351.06",,,,,,,"33,621,000",92.78%,81.73%,51.61%,,0.00%,0.00%
2018-06-26,14:30,"2,349.44","2,356.94","2,346.17","2,353.03","2,347.30",,,,,,,"25,706,000",85.57%,70.67%,47.05%,,0.00%,0.00%
2018-06-26,14:00,"2,347.36","2,349.52","2,345.74","2,349.12","2,344.48",,,,,,,"22,465,000",71.13%,55.77%,45.03%,,0.00%,0.00%
2018-06-26,13:30,"2,348.82","2,350.92","2,345.24","2,346.96","2,340.42",,,,,,,"19,935,000",42.26%,40.42%,43.36%,,0.00%,0.00%
2018-06-26,13:00,"2,338.15","2,351.67","2,338.15","2,348.76","2,338.59",,,,,,,"28,112,000",47.57%,38.57%,47.29%,,0.00%,0.00%
2018-06-26,12:30,"2,339.00","2,339.52","2,335.54","2,338.61","2,338.54",,,,,,,"20,540,000",19.93%,29.58%,,,,
2018-06-26,12:00,"2,327.72","2,340.31","2,327.72","2,338.94","2,339.68",,,,,,,"24,047,000",34.90%,39.22%,,,,
2018-06-26,11:30,"2,337.50","2,339.04","2,326.61","2,328.82","2,340.52",,,,,,,"42,040,000",35.74%,43.55%,,,,
2018-06-26,11:00,"2,348.63","2,349.17","2,337.82","2,337.82","2,346.33",,,,,,,"28,571,000",58.57%,51.35%,,,,
2018-06-26,10:30,"2,344.42","2,349.45","2,341.75","2,348.51","2,349.43",,,,,,,"31,343,000",61.14%,44.14%,,,,
2018-06-26,10:00,"2,343.44","2,347.08","2,339.94","2,344.29","2,350.71",,,,,,,"49,725,000",35.78%,27.14%,,,,
2018-06-26,9:30,"2,334.75","2,346.30","2,334.75","2,343.15","2,353.37",,,,,,,"93,728,000",18.50%,18.50%,,,,
2018-06-25,15:30,"2,353.14","2,361.39","2,350.81","2,357.88","2,356.04",,,,,,,"46,192,000",37.00%,18.50%,,,,
2018-06-25,15:00,"2,354.29","2,356.40","2,347.85","2,353.34","2,355.77",,,,,,,"30,078,000",0.00%,0.00%,,,,
2018-06-25,14:30,"2,356.93","2,359.31","2,353.26","2,354.90","2,355.65",,,,,,,"32,337,000",0.00%,,,,,
2018-06-25,14:00,"2,355.47","2,358.56","2,353.40","2,357.57",,,,,,,,"27,556,000",0.00%,,,,,
2018-06-25,13:30,"2,354.84","2,360.53","2,353.90","2,356.49",,,,,,,,"27,912,000",,,,,,
2018-06-25,13:00,"2,351.94","2,357.01","2,351.34","2,356.53",,,,,,,,"15,931,000",,,,,,
2018-06-25,12:30,"2,350.95","2,352.77","2,348.36","2,352.77",,,,,,,,"12,883,000",,,,,,
